"IDENTIFIANT";"N° FINESS/RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
;"590801601";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590801627";;4;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590802187";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590802195";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590802955";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590804233";;3;;;;;;;;;;;;;9;;;;;;;;;;;;
;"590804258";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590804308";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590804316";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590804340";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590804357";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590804381";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590804399";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590804407";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590804415";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590804423";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590804431";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590804449";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590804472";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590804530";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590804613";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590804696";;17;;;;;;;;;;;;;9;;;;;;;;;;;;
;"590804712";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"590805206";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590805313";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590805412";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590805685";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590805768";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590805941";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590806139";;2;;;;;;;;;;;;;6;;;;;;;;;;;;
;"590806360";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590806386";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590806501";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590806576";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590806592";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590807616";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590807723";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590808812";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590808879";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590808911";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590809067";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590809075";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590809273";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590809315";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590809331";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590809463";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590809554";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590809562";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590809703";;4;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590809901";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590810073";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590810321";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590810784";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590810966";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"590811071";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590811279";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590811329";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590811352";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590812269";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590812384";;;;;;;;;;;;;;;7;;;;;;;;;;;;
;"590812509";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590812673";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590812749";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590812822";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590812830";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590812848";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590812905";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590812996";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590813069";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590813382";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590813457";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590813507";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590814091";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590814141";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590814380";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590814612";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590814810";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590814844";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590814919";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590815023";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590815049";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590815056";;4;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590815064";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590815106";;4;;;;;;;;;;;;;8;;;;;;;;;;;;
;"590815122";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590815221";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590815759";;6;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590815866";;4;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590815882";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590815957";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590816104";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590816252";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590816286";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"590816310";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"590816344";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590816427";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"590816633";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590816708";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590817003";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590817276";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590817318";;1;;;;;;;;;;;;;8;;;;;;;;;;;;
;"590817375";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590817441";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590817458";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590817722";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590817797";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"590817839";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"590817847";;2;;;;;;;;;;;;;5;;;;;;;;;;;;
;"600000012";;4;;;;;;;;;;;;;30;;;;;;;;;;;;
;"600000046";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600000053";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"600000152";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600000186";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"600000194";;5;;;;;;;;;;;;;16;;;;;;;;;;;;
;"600000285";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600000467";;9;;;;;;;;;;;;;16;;;;;;;;;;;;
;"600001713";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600001721";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600002158";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600002729";;6;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600003008";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060000478";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060000510";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060000528";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600005359";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600005417";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060000544";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600006589";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"600007298";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"600007918";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600007959";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"600007967";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600008239";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600008270";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600008346";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600008379";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600008445";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600008817";;2;;;;;;;;;;;;;6;;;;;;;;;;;;
;"600009096";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009138";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009278";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009385";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600009492";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009625";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009666";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"600009740";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009757";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009849";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600009922";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600009989";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600010458";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600010508";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600010557";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600010631";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600011258";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600011274";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600011431";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600011480";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600011498";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600011522";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600011845";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600011860";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600012041";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600012330";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600012454";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600012629";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600013478";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600013866";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600013908";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600014021";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600014039";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"600014054";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600014062";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600014153";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"060001450";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600014641";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600014666";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"600014740";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600015465";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600015853";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060003498";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060005469";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600100101";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"600100184";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100200";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600100259";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600100275";;4;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100283";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600100309";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100549";;5;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100556";;5;;;;;;;;;;;;;;;;;;;;;;;;;
;"600100564";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600100614";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600100622";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100671";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600100754";;4;;;;;;;;;;;;;9;;;;;;;;;;;;
;"600100796";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100861";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100879";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100887";;5;;;;;;;;;;;;;;;;;;;;;;;;;
;"600100895";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600100945";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600100952";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600101083";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600101133";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101174";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101257";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101307";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101323";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600101356";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600101364";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101372";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600101380";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600101398";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600101406";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"600101422";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"600101513";;5;;;;;;;;;;;;;7;;;;;;;;;;;;
;"600101547";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101679";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101687";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101760";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600101877";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600101968";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600101976";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600102032";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600102073";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600102461";;2;;;;;;;;;;;;;5;;;;;;;;;;;;
;"600102529";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600102586";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600102602";;3;;;;;;;;;;;;;4;;;;;;;;;;;;
;"600102636";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600102792";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"600103071";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600103105";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600103121";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600103378";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600103444";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600103824";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600104913";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600104962";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600105183";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600105225";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600105266";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600105308";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600105431";;4;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600106348";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600106371";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600107486";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600107536";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600107544";;4;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600107577";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600107593";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600107650";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600107692";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600108526";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600109755";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600110175";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600110266";;2;;;;;;;;;;;;;6;;;;;;;;;;;;
;"600110589";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600110597";;1;;;;;;;;;;;;;6;;;;;;;;;;;;
;"600110670";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600110696";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"600111041";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600111058";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600111066";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"600111132";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600111405";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600111520";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"600111827";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"600112429";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600112445";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600113120";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"600113476";;4;;;;;;;;;;;;;9;;;;;;;;;;;;
;"600113484";;4;;;;;;;;;;;;;6;;;;;;;;;;;;
;"600113542";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"600113674";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060012069";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060014099";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060019791";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020179";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020294";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020419";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020856";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060021417";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060025343";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780095";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780491";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780715";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060780723";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060782174";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060782299";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060782836";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060785003";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"060789195";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060790698";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060799491";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610000044";;5;;;;;;;;;;;;;7;;;;;;;;;;;;
;"610000051";;9;;;;;;;;;;;;;9;;;;;;;;;;;;
;"610000069";;5;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610000077";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"610000093";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610000119";;4;;;;;;;;;;;;;8;;;;;;;;;;;;
;"610002412";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610002438";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610002537";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610004798";;1;;;;;;;;;;;;;6;;;;;;;;;;;;
;"610005399";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610005449";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610005837";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610006116";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610006397";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610006405";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610006421";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610006488";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610006504";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610006744";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610007361";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610007999";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610008773";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780116";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610780231";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610780256";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780280";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"610780298";;4;;;;;;;;;;;;;4;;;;;;;;;;;;
;"610780314";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610780322";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780330";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610780348";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610780371";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780389";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780397";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610780421";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610780439";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780488";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610780629";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610780777";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780942";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610780967";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610781247";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610781270";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610781338";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610781460";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610781502";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610781619";;4;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610782260";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610784092";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784159";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"610784167";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784183";;5;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784191";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784209";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784217";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610784225";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610784241";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"610784266";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784423";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610784449";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"610784498";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610784506";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610784522";;8;;;;;;;;;;;;;4;;;;;;;;;;;;
;"610784530";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784639";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784654";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610784738";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610784787";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610785487";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610785701";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"610785719";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610786972";;4;;;;;;;;;;;;;5;;;;;;;;;;;;
;"610787319";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610787350";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610787665";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610787749";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610787988";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"610788655";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"610788739";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610789422";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610789521";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610789620";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610789638";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610789711";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610789802";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610789869";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"610789927";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"610789992";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610790206";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610790248";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"610790255";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"610790313";;;;;;;;;;;;;;;1;;;;;;;;;;;;
